report_id,occur_location,shift_type,location_type,crime_description,occur_neighborhood,occur_latitude,occur_longitude,occur_time
172711100,734 E PACES FERRY RD NE,Day Watch,20,LARCENY-FROM VEHICLE,Peachtree Park,33.84236,-84.3641,2017-09-27 21:00:00
172711120,3393 PEACHTREE RD NE,Day Watch,18,LARCENY-FROM VEHICLE,,33.84895,-84.36506999999999,2017-09-28 10:30:00
172711193,567 MCAFEE ST NW,Morning Watch,13,LARCENY-FROM VEHICLE,Downtown,33.76716,-84.39444,2017-09-27 22:00:00
172711276,1040 HUBBARD ST SW,Day Watch,20,LARCENY-FROM VEHICLE,Pittsburgh,33.72643,-84.4023,2017-09-28 10:15:00
172711352,1303 LOGAN CIR NW,Day Watch,18,LARCENY-FROM VEHICLE,Underwood Hills,33.80539,-84.43018000000001,2017-09-28 08:34:00
172711411,2770 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,18,LARCENY-FROM VEHICLE,Collier Heights,33.778620000000004,-84.47853,2017-09-27 20:33:00
172711445,850 OAK ST SW ,Day Watch,18,LARCENY-FROM VEHICLE,West End,33.74057,-84.4168,2017-09-28 11:30:00
172711735,82 LITTLE ST SE,Evening Watch,20,LARCENY-FROM VEHICLE,Summerhill,33.73322,-84.38511,2017-09-27 17:30:00
172711782,1705 COMMERCE DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,Berkeley Park,33.80095,-84.41103000000001,2017-09-28 16:19:00
172711895,888 3RD ST,Morning Watch,18,LARCENY-FROM VEHICLE,Marietta Street Artery,33.77918,-84.40915,2017-09-28 08:15:00
172712033,220 RENAISSANCE PKWY NE,Evening Watch,18,LARCENY-FROM VEHICLE,Old Fourth Ward,33.7691,-84.38027,2017-09-27 18:00:00
172712257,565 WELLS ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,Mechanicsville,33.74005,-84.40649,2017-09-28 19:15:00
172712282,391 17TH ST NW,Evening Watch,13,LARCENY-FROM VEHICLE,Atlantic Station,33.791090000000004,-84.40088,2017-09-28 17:25:00
172712325,3004 PIEDMONT RD NE,Evening Watch,23,LARCENY-FROM VEHICLE,Garden Hills,33.83667,-84.36813000000001,2017-09-28 20:00:00
172712363,1801 HOWELL MILL RD NW,Evening Watch,,LARCENY-FROM VEHICLE,Berkeley Park,33.80448,-84.41348,2017-09-28 19:00:00
172712377,3419 NORTHSIDE PKWY NW,Evening Watch,18,LARCENY-FROM VEHICLE,West Paces Ferry/Northside,33.84754,-84.42928,2017-09-28 20:00:00
172712475,CARMEL AVE NE / N HIGHLAND AVE NE,Evening Watch,,LARCENY-FROM VEHICLE,Inman Park,33.76433,-84.3556,2017-09-28 19:00:00
172712585,296 ANGIER AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,Old Fourth Ward,33.767340000000004,-84.37761,2017-09-28 22:30:00
172712603,49 BOULEVARD SE,Morning Watch,18,LARCENY-FROM VEHICLE,Sweet Auburn,33.75275,-84.37186,2017-09-28 21:15:00
172702621,451 BISHOP ST,Unknown,20,LARCENY-FROM VEHICLE,Loring Heights,33.79317,-84.40247,2017-09-27 21:00:00
172710551,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,Morning Watch,,LARCENY-NON VEHICLE,Old Fourth Ward,33.77094,-84.38178,2017-09-28 06:30:00
172710776,835 MARTIN L KING JR DR NW,Day Watch,8,LARCENY-NON VEHICLE,Vine City,33.75479,-84.41448000000001,2017-09-28 08:00:00
172711211,950 W PEACHTREE ST NW ,Day Watch,12,LARCENY-NON VEHICLE,Midtown,33.7805,-84.38752,2017-09-28 11:50:00
172711407,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,Lenox,33.84884,-84.36475,2017-09-28 13:34:00
172711726,800 GLENWOOD AVE SE,Evening Watch,12,LARCENY-NON VEHICLE,Grant Park,33.740590000000005,-84.36171999999999,2017-09-28 15:40:00
172711831,3500 PEACHTREE RD NE @PHIPPS PLAZA,Evening Watch,24,LARCENY-NON VEHICLE,North Buckhead,33.85248,-84.36058,2017-09-28 16:48:00
172712109,3393 PEACHTREE RD NE @LENOX SQUARE SC,Evening Watch,,LARCENY-NON VEHICLE,Lenox,33.84884,-84.36475,2017-09-28 18:23:00
172712161,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,Evening Watch,12,LARCENY-NON VEHICLE,Midtown,33.7805,-84.38752,2017-09-28 18:42:00
172712694,2595 MARTIN L KING JR DR NW,Morning Watch,,LARCENY-NON VEHICLE,Harland Terrace,33.753659999999996,-84.47258000000001,2017-09-28 23:15:00
172710721,3104 ABBEY DR SW,Day Watch,20,LARCENY-FROM VEHICLE,Princeton Lakes,33.667429999999996,-84.50862,2017-09-27 18:42:00
172710803,2000 DELOWE DR SW,Day Watch,18,LARCENY-FROM VEHICLE,Campbellton Road,33.70035,-84.45724,2017-09-28 06:30:00
172711422,144 MORELAND AVE NE,Day Watch,26,LARCENY-NON VEHICLE,Reynoldstown,33.75698,-84.34929,2017-09-24 13:30:00
172712260,735 POLLARD BLVD SW,Evening Watch,21,LARCENY-NON VEHICLE,Summerhill,33.73499,-84.39098,2017-09-28 16:30:00
172710292,923 LEE ST SW,Morning Watch,7,LARCENY-NON VEHICLE,West End,33.72955,-84.4158,2017-09-28 02:07:00
172711385,931 MONROE DR NE @BELTLINE BUSINESS,Day Watch,3,LARCENY-NON VEHICLE,Midtown,33.77986,-84.36917,2017-09-27 08:00:00
172711454,77 E ANDREWS DR NW,Morning Watch,,LARCENY-NON VEHICLE,South Tuxedo Park,33.84366,-84.38219000000001,2017-09-15 10:00:00
172711683,395 CAREY DR SE,Evening Watch,20,LARCENY-NON VEHICLE,Lakewood,33.69368,-84.3759,2017-09-28 00:30:00
172710781,2636 SHADY VALLEY DR NE,Day Watch,6,LARCENY-NON VEHICLE,Pine Hills,33.82642,-84.3516,2017-09-27 19:00:00
172710935,1167 JOSEPH E BOONE BLVD NW,Day Watch,7,LARCENY-NON VEHICLE,Bankhead,33.7636,-84.42600999999999,2017-09-28 02:00:00
172711361,2695 LENOX RD NE,Day Watch,6,LARCENY-NON VEHICLE,Pine Hills,33.82765,-84.35463,2017-09-27 19:00:00
172711762,1963 WESTWOOD AVENUE SW,Evening Watch,20,LARCENY-NON VEHICLE,Westwood Terrace,33.73891,-84.45196999999999,2017-09-23 17:00:00
172711795,2021 MANCHESTER ST NE,Day Watch,99,LARCENY-NON VEHICLE,Morningside/Lenox Park,33.81009,-84.36322,2017-09-27 20:15:00
172712063,1600 PEACHTREE ST,Evening Watch,35,LARCENY-NON VEHICLE,Midtown,33.79783,-84.39038000000001,2017-09-27 15:15:00
172712654,1214 SPRING ST NW,Evening Watch,18,LARCENY-NON VEHICLE,Midtown,33.78794,-84.38938,2017-09-28 09:47:00
172712692,1791 PIEDMONT AVE NE,Morning Watch,20,LARCENY-NON VEHICLE,Morningside/Lenox Park,33.80388,-84.36715,2017-09-26 07:30:00
172710886, 1475 DEKALB AVE,Day Watch,18,ROBBERY-PEDESTRIAN,Candler Park,33.76201,-84.33932,2017-09-28 09:26:00
172710391,165 COURTLAND ST,Morning Watch,14,ROBBERY-PEDESTRIAN,Downtown,33.75892,-84.3841,2017-09-28 03:14:00
172712732,1443 OAKLAND DR SW,Evening Watch,13,ROBBERY-PEDESTRIAN,Oakland City,33.71965,-84.4263,2017-09-28 19:45:00
172710062,2095 METROPOLITAN PKWY SW,Morning Watch,23,AUTO THEFT,Sylvan Hills,33.69733,-84.40821,2017-09-28 00:24:00
172710617,1159 SMITH ST SW,Day Watch,20,AUTO THEFT,Pittsburgh,33.723290000000006,-84.40094,2017-09-27 19:30:00
172710656,1770 RICHMOND CIR SE,Day Watch,20,AUTO THEFT,Lakewood Heights,33.70695,-84.37414,2017-09-28 07:46:00
172710729,33  11TH ST NE ,Day Watch,13,AUTO THEFT,Midtown,33.783159999999995,-84.38673,2017-09-27 22:00:00
172710789,3100 OAKCLIFF RD NW,Day Watch,13,AUTO THEFT,,33.758359999999996,-84.48903,2017-09-27 08:00:00
172710914,265 PONCE DE LEON AVE NE,Morning Watch,18,AUTO THEFT,Midtown,33.77248,-84.37857,2017-09-27 20:00:00
172711350,46 SIMPSON ST NW,Day Watch,18,AUTO THEFT,Downtown,33.763220000000004,-84.38922,2017-09-28 11:10:00
172711440,1150 ASTOR AVE SW,Day Watch,13,AUTO THEFT,Sylvan Hills,33.701370000000004,-84.42678000000001,2017-09-28 13:45:00
172711607,210 AUBURN AVE NE,Evening Watch,,AGG ASSAULT,Downtown,33.75554,-84.38025,2017-09-27 15:00:00
172710124,8201 BROOKWOOD VALLEY CIR NE,Morning Watch,20,BURGLARY-RESIDENCE,Hunter Hills,33.76352,-84.42723000000001,2017-09-28 01:00:00
172710848,2130 SOUTHWOOD CV SW,Day Watch,26,BURGLARY-RESIDENCE,Ben Hill Terrace,33.69598,-84.5183,2017-09-14 08:00:00
172711116,424 GREENHAVEN DR SE,Day Watch,26,BURGLARY-RESIDENCE,The Villages at East Lake,33.741609999999994,-84.31134,2017-09-28 07:00:00
172711348,921 WESTMORELAND CIR NW,Day Watch,26,BURGLARY-RESIDENCE,West Highlands,33.789559999999994,-84.44919,2017-09-26 00:00:00
172711613,373 MACEDONIA RD SE,Evening Watch,20,BURGLARY-RESIDENCE,Blair Villa/Poole Creek,33.66361,-84.3777,2017-09-26 11:00:00
172711662,2151 COLLINS DR NW,Day Watch,20,BURGLARY-RESIDENCE,Bolton,33.8141,-84.46375,2017-09-28 13:00:00
172711803,100 CARTER AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,East Lake,33.74935,-84.30511,2017-09-28 16:00:00
172710598,1903 DREW DR NW @APS WESTSIDE,Day Watch,35,BURGLARY-NONRES,West Highlands,33.79335,-84.45089,2017-09-28 05:05:00
172710916,2640 METROPOLITAN PKWY SW,Day Watch,24,BURGLARY-NONRES,Perkerson,33.68243,-84.40765999999999,2017-09-28 01:30:00
172720011,855 LORIDANS CIR NE,Morning Watch,20,BURGLARY-RESIDENCE,North Buckhead,33.87235,-84.35916,2017-09-28 17:00:00
172720693,2800 MARTIN L KING JR DR SW,Morning Watch,26,BURGLARY-RESIDENCE,Harland Terrace,33.75431,-84.4793,2017-09-28 14:00:00
172721197,997 ALLENE AVE SW,Day Watch,20,BURGLARY-RESIDENCE,Adair Park,33.72767,-84.41372,2017-09-29 10:20:00
172721382,731 BOLTON RD NW,Day Watch,,BURGLARY-RESIDENCE,Fairburn Heights,33.77434,-84.50591,2017-09-29 08:15:00
172721813,1935 ALISON CT SW;,Day Watch,26,BURGLARY-RESIDENCE,Fort Valley,33.70055,-84.45149,2017-09-29 08:01:00
172722277,1790 MYRTLE DR SW,Day Watch,26,BURGLARY-RESIDENCE,Campbellton Road,33.70619,-84.45486,2017-09-29 06:00:00
172722239,2500 CENTER ST NW,Evening Watch,26,BURGLARY-RESIDENCE,Carey Park,33.78999,-84.47156,2017-09-29 08:00:00
172721616,2718 CRESCENDO DR NW,Evening Watch,20,AGG ASSAULT,Collier Heights,33.77387,-84.47664,2017-09-29 14:31:00
172722012,1576 JOSEPH E BOONE BLVD NW,Evening Watch,12,AGG ASSAULT,West Lake,33.76347,-84.43916999999999,2017-09-29 17:07:00
172722329,681 UNIVERSITY AVE SW,Evening Watch,13,AGG ASSAULT,Adair Park,33.72227,-84.40975,2017-09-29 19:10:00
172722651,2193 PEACHTREE RD NE,Day Watch,7,ROBBERY-COMMERCIAL,,33.81418,-84.39196,2017-09-29 21:50:00
172722154,530 PIEDMONT AVE NW,Evening Watch,26,AGG ASSAULT,Downtown,33.76744,-84.38538,2017-09-29 17:00:00
172720005,1117 LEE ST ST SW,Morning Watch,23,AUTO THEFT,Oakland City,33.72443,-84.42084,2017-09-28 23:50:00
172720190,585 MCWILLIAMS RD SE,Morning Watch,26,AUTO THEFT,Browns Mill Park,33.6887,-84.36924,2017-09-28 20:00:00
172720340,3200 STONE RD SW,Morning Watch,26,AUTO THEFT,Greenbriar,33.6697,-84.49403000000001,2017-09-28 20:00:00
172720591,3781 SOUTHSIDE INDUSTRIAL CT SE,Day Watch,18,AUTO THEFT,Blair Villa/Poole Creek,33.650529999999996,-84.37563,2017-09-29 06:21:00
172721821,612 CENTRAL AVE SW,Evening Watch,18,AUTO THEFT,Mechanicsville,33.73827,-84.39336,2017-09-29 08:10:00
172722068,1093 WEST AVE SW,Evening Watch,18,AUTO THEFT,Pittsburgh,33.724940000000004,-84.39593,2017-09-29 15:00:00
172722681,190 BRADBERRY ST,Evening Watch,13,AUTO THEFT,Castleberry Hill,33.749190000000006,-84.40024,2017-09-29 20:00:00
172720555,608 14TH ST NW,Morning Watch,18,ROBBERY-PEDESTRIAN,Home Park,33.78613,-84.40726,2017-09-28 21:30:00
172721069,2460 MARTIN L KING JR DR SW,Day Watch,18,ROBBERY-PEDESTRIAN,Harland Terrace,33.751870000000004,-84.46781,2017-09-29 10:00:00
172721069,2460 MARTIN L KING JR DR SW,Day Watch,18,HOMICIDE,Harland Terrace,33.751870000000004,-84.46781,2017-09-29 10:00:00
172721144,2909 3RD AVE SW,Day Watch,26,ROBBERY-RESIDENCE,Hammond Park,33.67626,-84.4057,2017-09-29 02:00:00
172721561,778 GRESHAM AVE SE,Morning Watch,13,AUTO THEFT,East Atlanta,33.73332,-84.34575,2017-09-28 18:00:00
172720341,144 MORELAND AVE NE,Morning Watch,20,LARCENY-NON VEHICLE,Reynoldstown,33.75698,-84.34929,2017-09-29 02:30:00
172720892,765 MCDANIEL ST SW,Day Watch,26,LARCENY-NON VEHICLE,Pittsburgh,33.733959999999996,-84.40177,2017-09-28 13:15:00
172721235,2285 TIGER FLOWERS DR NW,Unknown,20,LARCENY-NON VEHICLE,Dixie Hills,33.761070000000004,-84.46255,2017-09-27 06:30:00
172721593,1585 OCALA AVE SW,Evening Watch,20,LARCENY-NON VEHICLE,Cascade Avenue/Road,33.72738,-84.44003000000001,2017-09-29 14:22:00
172722362,800 WEST MARIETTA NE,Evening Watch,35,LARCENY-NON VEHICLE,English Avenue,33.78022,-84.41514000000001,2017-09-29 19:24:00
172720762,80 JESSE HILL JR DR SE @GRADY,Morning Watch,28,LARCENY-NON VEHICLE,Downtown,33.752309999999994,-84.38231,2017-09-29 04:00:00
172720538,1388 JOSEPH E BOONE,Morning Watch,23,LARCENY-NON VEHICLE,Hunter Hills,33.763459999999995,-84.43365,2017-09-29 05:15:00
172721837,504 RANKIN ST NE,Evening Watch,26,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76736,-84.37052,2017-09-29 08:00:00
172721871,964 WESTMORELAND CIR NW,Evening Watch,20,LARCENY-FROM VEHICLE,West Highlands,33.790890000000005,-84.44824,2017-09-29 15:00:00
172721110,1739 CHESHIRE BRIDGE RD NE,Day Watch,24,LARCENY-NON VEHICLE,Morningside/Lenox Park,33.80754,-84.36593,2017-09-29 09:00:00
172721473,420 MORELAND AVE NE,Day Watch,,LARCENY-NON VEHICLE,Inman Park,33.76598,-84.34917,2017-09-29 13:00:00
172721877,3393 PEACHTREE RD NE @LENOX MALL,Day Watch,24,LARCENY-NON VEHICLE,Lenox,33.84884,-84.36475,2017-09-29 16:19:00
172722011,1801 HOWELL MILL RD ,Evening Watch,8,LARCENY-NON VEHICLE,Berkeley Park,33.80448,-84.41348,2017-09-29 16:00:00
172722137,1184 SPRING ST NW,Evening Watch,,LARCENY-NON VEHICLE,Midtown,33.78735,-84.38936,2017-09-29 17:45:00
172722261,3393 PEACHTREE ST NE,Day Watch,99,LARCENY-NON VEHICLE,Lenox,33.84884,-84.36475,2017-09-29 14:07:00
172722383,3535 PEACHTREE RD,Evening Watch,24,LARCENY-NON VEHICLE,Lenox,33.85272,-84.36021,2017-09-29 16:29:00
172722594,1801 HOWELL MILL RD NW,Evening Watch,12,LARCENY-NON VEHICLE,Berkeley Park,33.80448,-84.41348,2017-09-29 18:00:00
172722858,800 GLENWOOD AVE SE,Unknown,12,LARCENY-NON VEHICLE,Grant Park,33.740590000000005,-84.36171999999999,2017-09-29 23:45:00
172720446,45 BENNETT ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,,33.81199,-84.39425,2017-09-29 01:30:00
172720577,1829 WILDWOOD PL NE,Day Watch,20,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.804829999999995,-84.36259,2017-09-29 02:00:00
172720630,1197 PEACHTREE ST NE,Morning Watch,,LARCENY-FROM VEHICLE,Midtown,33.787420000000004,-84.38333,2017-09-29 05:00:00
172720645,4003 WISTERIA LN SW,Day Watch,20,LARCENY-FROM VEHICLE,Wisteria Gardens,33.75853,-84.5097,2017-09-28 20:30:00
172720658,2204 PEACHTREE RD NW,Day Watch,18,LARCENY-FROM VEHICLE,,33.8145,-84.39205,2017-09-28 21:00:00
172720766,2552 TILSON DR SE,Day Watch,20,LARCENY-FROM VEHICLE,East Lake,33.74837,-84.30345,2017-09-28 18:00:00
172720809,395 ANGIER AVE NE,Day Watch,20,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76621,-84.37408,2017-09-28 17:00:00
172721184,32 LAFAYETTE DR NE,Unknown,13,LARCENY-FROM VEHICLE,Ansley Park,33.7901,-84.3805,2017-09-29 08:40:00
172721207,820 BEECHER CT SW,Day Watch,31,LARCENY-FROM VEHICLE,Cascade Avenue/Road,33.73316,-84.44816,2017-09-29 10:55:00
172721279,2525 PIEDMONT RD NE @HOME DEPOT,Day Watch,,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82419,-84.36712,2017-09-29 11:30:00
172721500,4099 SUNSET DR SW,Day Watch,4,LARCENY-FROM VEHICLE,Ben Hill Terrace,33.69826,-84.52235,2017-09-29 12:30:00
172721626,1888 EMERY ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,Wildwood (NPU-C),33.80701,-84.41444,2017-09-28 20:00:00
172721800,99 PEACHTREE BATTLE AVE NW,Evening Watch,99,LARCENY-FROM VEHICLE,Peachtree Heights West,33.82091,-84.39086999999999,2017-09-29 14:30:00
172721854,3393 PEACHTREE RD NE,Day Watch,18,LARCENY-FROM VEHICLE,Lenox,33.846759999999996,-84.36211999999999,2017-09-29 13:30:00
172721975,2018 BOLTON RD NW,Evening Watch,23,LARCENY-FROM VEHICLE,Whittier Mill Village,33.81094,-84.47659,2017-09-29 16:35:00
172722012,1576 JOSEPH E BOONE BLVD NW,Evening Watch,12,LARCENY-FROM VEHICLE,West Lake,33.76347,-84.43916999999999,2017-09-29 17:07:00
172722083,1495 CHATTAHOOCHEE AVE NW,Evening Watch,18,LARCENY-FROM VEHICLE,Underwood Hills,33.80887,-84.43621999999999,2017-09-29 17:15:00
172722117,3080 CAMDEN CT SW,Morning Watch,99,LARCENY-FROM VEHICLE,Princeton Lakes,33.66921,-84.50864,2017-09-28 21:30:00
172722208,3393 PEACHTREE RD,Morning Watch,18,LARCENY-FROM VEHICLE,Lenox,33.84884,-84.36475,2017-09-29 04:35:00
172722576,1700 NORTHSIDE DR NW,Evening Watch,26,LARCENY-FROM VEHICLE,Berkeley Park,33.80121,-84.40791,2017-09-29 20:00:00
172722625,1994 BENT CREEK WAY SW,Evening Watch,26,LARCENY-FROM VEHICLE,Campbellton Road,33.7011,-84.46631,2017-09-29 20:30:00
172722634,337 MORELAND AVE NE,Unknown,18,LARCENY-FROM VEHICLE,Candler Park,33.763709999999996,-84.34913,2017-09-29 20:30:00
172722667,1797 OLIVE ST SE ,Morning Watch,,LARCENY-FROM VEHICLE,Lakewood Heights,33.7051,-84.38637,2017-09-29 22:12:00
172722794,609 VIRGINIA AVE NE,Evening Watch,99,LARCENY-FROM VEHICLE,Virginia Highland,33.78138,-84.36691,2017-09-29 20:30:00
172730003,208 CARROLL ST SE,Morning Watch,,LARCENY-FROM VEHICLE,Cabbagetown,33.74897,-84.36797,2017-09-29 18:00:00
172730443,410 14TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,Home Park,33.7861,-84.40045,2017-09-29 23:30:00
172730507,1140 CRESCENT AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,Midtown,33.78585,-84.38435,2017-09-30 02:30:00
172730675,3633 SATURN DR NW,Day Watch,13,LARCENY-FROM VEHICLE,Carroll Heights,33.77689,-84.50657,2017-09-30 03:30:00
172730854,600 NEW TOWN CIR SE,Day Watch,18,LARCENY-FROM VEHICLE,Thomasville Heights,33.70673,-84.36282,2017-09-30 02:00:00
172730955,263 POLAR ROCK RD SW,Day Watch,20,LARCENY-FROM VEHICLE,Polar Rock,33.696220000000004,-84.3978,2017-09-25 00:00:00
172731023,259 14TH ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,Midtown,33.786390000000004,-84.37844,2017-09-29 19:30:00
172731130,1200 14TH PL NE,Morning Watch,18,LARCENY-FROM VEHICLE,Midtown,33.78743,-84.37923,2017-09-30 11:00:00
172731337,2351 ADAMS DR NW,Day Watch,,LARCENY-FROM VEHICLE,Bolton,33.81985,-84.45472,2017-09-30 12:00:00
172731356,191 14TH ST NW,Day Watch,18,LARCENY-FROM VEHICLE,Home Park,33.7867,-84.39347,2017-09-30 13:00:00
172731491,3222 TELFORD TER SW,Evening Watch,18,LARCENY-FROM VEHICLE,Princeton Lakes,33.66579,-84.51465,2017-09-30 15:01:00
172731532,275 HUNNICUTT ST NW,Day Watch,13,LARCENY-FROM VEHICLE,Downtown,33.766729999999995,-84.39587,2017-09-30 14:00:00
172731537,225 BAKER ST NW @AQUARIUM,Day Watch,18,LARCENY-FROM VEHICLE,Downtown,33.76238,-84.39403,2017-09-30 10:20:00
172731540,659 PEACHTREE ST NE @GEORGIAN TERRACE,Morning Watch,18,LARCENY-FROM VEHICLE,Midtown,33.77258,-84.38449,2017-09-29 21:30:00
172731686,1784 PEACHTREE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,Ardmore,33.803340000000006,-84.39319,2017-09-30 14:45:00
172731701,1670 DEFOOR AVE NW,Unknown,18,LARCENY-FROM VEHICLE,Underwood Hills,33.80039,-84.41766,2017-09-30 16:15:00
172731756,2143 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,,33.81286,-84.39237,2017-09-30 14:48:00
172731781,235 PHARR RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,Garden Hills,33.83698,-84.38004000000001,2017-09-29 21:45:00
172731790,811 BURCHILL ST SW,Evening Watch,13,LARCENY-FROM VEHICLE,Sylvan Hills,33.71261,-84.4156,2017-09-30 16:50:00
172731879,120 BISCAYNE DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,,33.815329999999996,-84.39402,2017-09-29 19:30:00
172731998,32  MARIETTA ST NW,Evening Watch,,LARCENY-FROM VEHICLE,Downtown,33.75592,-84.39158,2017-09-30 16:00:00
172732315,879 RALPH D ABERNATHY BLVD SW,Evening Watch,21,LARCENY-FROM VEHICLE,West End,33.7382,-84.41684000000001,2017-09-30 18:00:00
172732337,850 NORTHSIDE DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,Marietta Street Artery,33.77805,-84.40753000000001,2017-09-30 20:50:00
172732354,1587 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,Berkeley Park,33.7983,-84.41598,2017-09-30 21:05:00
172732453,401 17TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,Atlantic Station,33.7899,-84.40265,2017-09-30 22:00:00
172731174,226 RALPH D ABERNATHY BLVD SW,Day Watch,8,LARCENY-NON VEHICLE,Mechanicsville,33.73675,-84.39489,2017-09-30 11:50:00
172731610,375 18TH ST NW @TARGET - 18TH,Evening Watch,8,LARCENY-NON VEHICLE,Atlantic Station,33.792390000000005,-84.39981999999999,2017-09-30 15:30:00
172731839,2886 MEMORIAL DR SE,Evening Watch,12,LARCENY-NON VEHICLE,East Lake,33.74718,-84.2924,2017-09-30 17:00:00
172731927,3050 MARTIN L KING JR DR SW,Evening Watch,33,LARCENY-NON VEHICLE,Harland Terrace,33.75237,-84.48653,2017-09-30 17:50:00
172731939,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,Evening Watch,99,LARCENY-NON VEHICLE,Midtown,33.77352,-84.36667,2017-09-30 17:40:00
172732119,3440 PEACHTREE RD NE,Evening Watch,,LARCENY-NON VEHICLE,North Buckhead,33.85092,-84.36178000000001,2017-09-30 19:00:00
172732169,2064 CAMPBELLTON RD SW,Evening Watch,24,LARCENY-NON VEHICLE,Campbellton Road,33.70653,-84.45693,2017-09-30 19:41:00
172732262,1899 CHESHIRE BRIDGE RD NE,Evening Watch,,LARCENY-NON VEHICLE,Morningside/Lenox Park,33.80966,-84.36085,2017-09-30 20:25:00
172732572,895 RALPH D ABERNATHY BLVD SW,Morning Watch,,LARCENY-NON VEHICLE,West End,33.73815,-84.41717,2017-09-30 22:26:00
172731881,2500 CENTER ST NW,Evening Watch,20,LARCENY-NON VEHICLE,Carey Park,33.78999,-84.47156,2017-09-30 17:30:00
172730609,1783 JOHNSON RD NW,Morning Watch,26,LARCENY-FROM VEHICLE,Rockdale,33.785470000000004,-84.44593,2017-09-29 16:30:00
172730753,3230 JAMAICA RD NW,Day Watch,20,LARCENY-FROM VEHICLE,Collier Heights,33.77857,-84.4934,2017-09-29 22:30:00
172731549,209 EDGEWOOD AVE SE @MUNICIPAL MARKET,Day Watch,12,LARCENY-FROM VEHICLE,Downtown,33.75434,-84.38015,2017-09-30 14:45:00
172731652,1200 SPRING ST,Day Watch,18,LARCENY-FROM VEHICLE,Midtown,33.78767,-84.38937,2017-09-30 07:00:00
172731925,848 SPRING ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,Midtown,33.777809999999995,-84.38888,2017-09-29 18:30:00
172731161,1101 JUNIPER ST NE,Morning Watch,18,LARCENY-NON VEHICLE,Midtown,33.78465,-84.3821,2017-09-29 21:30:00
172732517,455 14TH ST NW,Morning Watch,20,LARCENY-NON VEHICLE,Home Park,33.78629,-84.40208,2017-09-30 22:54:00
172730385,: 565 Main St NE,Morning Watch,3,LARCENY-NON VEHICLE,Lindbergh/Morosgo,33.82243,-84.36735,2017-09-30 02:00:00
172730759,442 14TH ST NW,Day Watch,4,LARCENY-NON VEHICLE,Home Park,33.78611,-84.40153000000001,2017-09-29 13:35:00
172730897,1701 AUDREY PL NW,Day Watch,20,LARCENY-NON VEHICLE,Lincoln Homes,33.80155,-84.47623,2017-09-29 22:00:00
172731260,50 UPPER ALABAMA ST SW,Day Watch,24,LARCENY-NON VEHICLE,Downtown,33.75223,-84.38978,2017-09-30 12:38:00
172731649,543 BOULEVARD NE ,Evening Watch,26,LARCENY-NON VEHICLE,Old Fourth Ward,33.76924,-84.37174,2017-09-30 09:55:00
172730648,607 PEACHTREE ST NE,Morning Watch,18,LARCENY-NON VEHICLE,Downtown,33.77093,-84.38492,2017-09-29 16:45:00
172731367,2450 PIEDMONT RD NE,Unknown,21,LARCENY-NON VEHICLE,Lindbergh/Morosgo,33.82261,-84.36744,2017-09-30 12:30:00
172731706,870 MAYSON TURNER RD NW,Evening Watch,26,LARCENY-NON VEHICLE,Vine City,33.756,-84.41629,2017-09-30 15:00:00
172732135,2980 PIEDMONT RD NE,Evening Watch,99,LARCENY-NON VEHICLE,Garden Hills,33.83552,-84.36811,2017-09-30 06:30:00
172731071,2399 PARKLAND DR NE,Day Watch,26,ROBBERY-PEDESTRIAN,Lindbergh/Morosgo,33.8201,-84.36480999999999,2017-09-30 10:40:00
172732282,1770 RICHMOND CIR SE,Evening Watch,26,ROBBERY-PEDESTRIAN,Lakewood Heights,33.70695,-84.37414,2017-09-30 20:33:00
172732341,79 JACKSON ST SE,Evening Watch,13,ROBBERY-PEDESTRIAN,Sweet Auburn,33.75219,-84.37416999999999,2017-09-30 21:00:00
